# asign=475000
  1   0                    0
  2   0                    0
  3   0                    0
  4   0                    0
  5   0                    0
  6   0                    0
  7   0                    0
  8   0                    0
  9   0                    0
 10   0                    0
 11   0                    0
 12   0                    0
 13   0 4.100148789025008e-307
 14   0 7.367956728543368e-298
 15   0                    0
 16   0                    0
 17   0                    0
 18   0                    0
 19   0                    0
 20   0                    0
 21   0                    0
 22   0                    0
 23   0                    0
 24   0                    0
 25   0                    0
 26   0                    0
 27   0                    0
 28   0                    0
 29   0                    0
 30   0                    0
 31   0 1.763606200265442e-299
 32   0                    0
 33   0                    0
 34   0                    0
 35   0                    0
 36   0                    0
 37   0                    0
 38   0                    0
 39   0                    0
 40   0                    0
 41   0                    0
 42   0                    0
 43   0 1.851580730681548e-302
 44   0 1.11852036045114e-306
 45   0                    0
 46   0                    0
 47   0                    0
 48   0                    0
 49   0 8.928989064670211e-304
 50   0                    0
 51   0                    0
 52   0                    0
 53   0                    0
 54   0 4.203215501113103e-281
 55   0                    0
 56   0                    0
 57   0 4.938312601657373e-152
 58   0                    0
 59   0                    0
 60   0 8.101592940098975e-275
 61   0 2.269355057739207e-280
 62   0 8.774452496405139e-269
 63   0 2.975363524296552e-149
 64   0                    0
 65   0 8.30099204385493e-280
 66   0 1.167228959541291e-280
 67   0                    0
 68   0 9.024883563067415e-169
 69   0 1.954946587910237e-292
 70   0                    0
 71   0 1.410339355404941e-166
 72   0 1.133522289910593e-306
 73   0 3.100380176154577e-158
 74   0 1.133420449231384e-158
 75   0                    0
 76   0 5.82895845332271e-159
 77   0 2.063390704094629e-287
 78   0 6.205856306817649e-152
 79   0 6.205856306817649e-152
 80   0 5.565474446530407e-296
 81   0 7.473791806358861e-149
 82   0                    0
 83   0                    0
 84   0                    0
 85   0                    0
 86   0                    0
 87   0                    0
 88   0                    0
 89   0 1.078832729820331e-298
 90   0                    0
 91   0 2.581160917716161e-299
 92   0                    0
 93   0 1.078832729820331e-298
 94   0                    0
 95   0                    0
 96   0 5.023347162540249e-296
 97   0                    0
 98   0 1.061424778427724e-287
 99   0 1.311487947963479e-298
100   0                    0
101   0                    0
102   0 4.106024866215824e-280
103   0 4.293689070496774e-147
104   0 4.151100427970938e-157
105   0 2.120788577990696e-255
106   0 8.151799900422983e-150
107   0 5.814468647245632e-283
108   0 4.698206329338004e-153
109   0 1.449946516044381e-157
110   0 6.3880379519339e-281
111   0 5.817862231833537e-154
112   0                    0
113   0 1.500911577847696e-301
114   0 4.115181307556788e-291
115   0                    0
116   0                    0
117   0                    0
118   0                    0
119   0 2.057865202386347e-168
120   0                    0
121   0                    0
122   0                    0
123   0                    0
124   0 3.554069938606531e-163
125   0 3.86894834089868e-169
126   0                    0
127   0 4.032291788248534e-304
128   0 5.170659998434867e-284
129   0 6.831749833443513e-155
130   0                    0
131   0 1.882270691756241e-295
132   0 7.638501025868769e-289
133   0 1.124164149606975e-299
134   0 1.1616277039582e-140
135   0 3.475056600582766e-156
