  0.00000000  -0.48351650  -0.48351650  -1.51648355  -1.51648355   1.14285717   0.05860806   0.05860806  -0.63003665  -0.63003665
 -0.48351650   0.00000000  -1.17216120  -1.17216120  -1.17216120   0.05860806   1.14285717  -0.40048841  -0.40048841  -0.40048841
 -0.48351650  -1.17216120   0.00000000  -1.17216120  -1.17216120   0.05860806  -0.40048841   1.14285717  -0.40048841  -0.40048841
 -1.51648355  -1.17216120  -1.17216120   0.00000000  -0.13919414  -0.63003665  -0.40048841  -0.40048841   1.14285717   0.28815629
 -1.51648355  -1.17216120  -1.17216120  -0.13919414   0.00000000  -0.63003665  -0.40048841  -0.40048841   0.28815629   1.14285717
  1.14285717   0.05860806   0.05860806  -0.63003665  -0.63003665   0.00000000  -0.48351650  -0.48351650  -1.51648355  -1.51648355
  0.05860806   1.14285717  -0.40048841  -0.40048841  -0.40048841  -0.48351650   0.00000000  -1.17216120  -1.17216120  -1.17216120
  0.05860806  -0.40048841   1.14285717  -0.40048841  -0.40048841  -0.48351650  -1.17216120   0.00000000  -1.17216120  -1.17216120
 -0.63003665  -0.40048841  -0.40048841   1.14285717   0.28815629  -1.51648355  -1.17216120  -1.17216120   0.00000000  -0.13919414
 -0.63003665  -0.40048841  -0.40048841   0.28815629   1.14285717  -1.51648355  -1.17216120  -1.17216120  -0.13919414   0.00000000
